,diff,lag_1,lag_2,lag_3,lag_4,lag_5,Extreme Fear,Extreme Greed,Fear,Greed,Neutral,feargreed
427,2667.0,2801.699999999997,1968.9000000000015,-936.3000000000029,765.6000000000022,2833.399999999998,0,1,0,0,0,91
428,1139.1000000000058,2667.0,2801.699999999997,1968.9000000000015,-936.3000000000029,765.6000000000022,0,1,0,0,0,93
429,-447.40000000000146,1139.1000000000058,2667.0,2801.699999999997,1968.9000000000015,-936.3000000000029,0,1,0,0,0,93
430,-1959.7000000000044,-447.40000000000146,1139.1000000000058,2667.0,2801.699999999997,1968.9000000000015,0,1,0,0,0,94
431,-2647.899999999994,-1959.7000000000044,-447.40000000000146,1139.1000000000058,2667.0,2801.699999999997,0,1,0,0,0,90
432,-1468.2000000000044,-2647.899999999994,-1959.7000000000044,-447.40000000000146,1139.1000000000058,2667.0,0,1,0,0,0,84
433,3306.0999999999985,-1468.2000000000044,-2647.899999999994,-1959.7000000000044,-447.40000000000146,1139.1000000000058,0,1,0,0,0,78
434,1793.5,3306.0999999999985,-1468.2000000000044,-2647.899999999994,-1959.7000000000044,-447.40000000000146,0,1,0,0,0,83
435,-2329.899999999994,1793.5,3306.0999999999985,-1468.2000000000044,-2647.899999999994,-1959.7000000000044,0,1,0,0,0,88
436,-826.3000000000029,-2329.899999999994,1793.5,3306.0999999999985,-1468.2000000000044,-2647.899999999994,0,1,0,0,0,84
437,-179.90000000000146,-826.3000000000029,-2329.899999999994,1793.5,3306.0999999999985,-1468.2000000000044,0,1,0,0,0,79
438,773.5999999999985,-179.90000000000146,-826.3000000000029,-2329.899999999994,1793.5,3306.0999999999985,0,1,0,0,0,79
439,-610.2999999999956,773.5999999999985,-179.90000000000146,-826.3000000000029,-2329.899999999994,1793.5,0,1,0,0,0,80
440,-526.5999999999985,-610.2999999999956,773.5999999999985,-179.90000000000146,-826.3000000000029,-2329.899999999994,0,1,0,0,0,78
441,-4634.200000000004,-526.5999999999985,-610.2999999999956,773.5999999999985,-179.90000000000146,-826.3000000000029,0,0,0,1,0,75
442,2158.4000000000015,-4634.200000000004,-526.5999999999985,-610.2999999999956,773.5999999999985,-179.90000000000146,0,0,1,0,0,40
443,-911.5999999999985,2158.4000000000015,-4634.200000000004,-526.5999999999985,-610.2999999999956,773.5999999999985,0,0,0,1,0,74
444,152.39999999999782,-911.5999999999985,2158.4000000000015,-4634.200000000004,-526.5999999999985,-610.2999999999956,0,0,0,1,0,70
445,11.0,152.39999999999782,-911.5999999999985,2158.4000000000015,-4634.200000000004,-526.5999999999985,0,0,0,1,0,74
446,249.79999999999927,11.0,152.39999999999782,-911.5999999999985,2158.4000000000015,-4634.200000000004,0,0,0,1,0,71
447,-2098.0999999999985,249.79999999999927,11.0,152.39999999999782,-911.5999999999985,2158.4000000000015,0,1,0,0,0,78
448,2970.800000000003,-2098.0999999999985,249.79999999999927,11.0,152.39999999999782,-911.5999999999985,0,0,0,1,0,55
449,927.0,2970.800000000003,-2098.0999999999985,249.79999999999927,11.0,152.39999999999782,0,1,0,0,0,77
450,-18.700000000004366,927.0,2970.800000000003,-2098.0999999999985,249.79999999999927,11.0,0,1,0,0,0,76
451,-1175.0,-18.700000000004366,927.0,2970.800000000003,-2098.0999999999985,249.79999999999927,0,1,0,0,0,78
452,407.59999999999854,-1175.0,-18.700000000004366,927.0,2970.800000000003,-2098.0999999999985,0,1,0,0,0,77
453,1969.5,407.59999999999854,-1175.0,-18.700000000004366,927.0,2970.800000000003,0,1,0,0,0,76
454,2161.600000000006,1969.5,407.59999999999854,-1175.0,-18.700000000004366,927.0,0,1,0,0,0,78
455,-664.7000000000044,2161.600000000006,1969.5,407.59999999999854,-1175.0,-18.700000000004366,0,1,0,0,0,80
456,1315.5,-664.7000000000044,2161.600000000006,1969.5,407.59999999999854,-1175.0,0,1,0,0,0,81
